,Unnamed: 0,Class,Incident,Crime,Date,Time,Location Name,Address,Accuracy,Agency,Lat,Lng,Hour,Density
138,138,Weapons Violation,230722191,Weapons Offense,9/15/2023,9:05:00 PM,Street,"9xx E 5th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9864137,-82.988532,21,782.5340220477847
139,139,Theft,235006552,Theft - Mail,9/15/2023,7:15:00 PM,Multiple Dwelling,"3xx E Northwood Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),40.0076373,-83.0027519,19,823.3628205093557
140,140,Assault - Simple,230721843,Domestic Violence,9/15/2023,6:45:00 PM,,"23xx East Ave, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0169357,-83.0104878,18,868.919514890739
141,141,Weapons Violation,230721522,Discharging Firearms,9/15/2023,5:00:00 PM,Street,"27xx Mcguffy Rd, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0205288,-82.9815173,17,925.0143418284849
142,142,All Other - Non-Criminal,230721295,Missing Person,9/15/2023,3:44:00 PM,Single Family Home,"14xx Hamlet St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9857009,-83.0005796,15,874.741957957894
143,143,Theft,230721232,Theft - Misdemeanor - Ziu,9/15/2023,3:10:00 PM,Clothing Store,"9xx N High St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9940977,-83.0068864,15,975.9711590734936
144,144,Drugs / Narcotics Violation,202301415,Possession Of Controlled Substances_schedule I Or Ii Substance,9/15/2023,1:56:00 PM,School,"16xx Zollinger Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0192796,-83.0697181,13,370.56285798574817
145,145,Assault - Simple,230720962,Domestic Violence,9/15/2023,1:30:00 PM,Multiple Dwelling,"14xx N 5th St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9884899,-82.9982535,13,714.3869568359714
146,146,Theft,230786398,Theft - Misdemeanor - Ziu,9/15/2023,9:00:00 AM,Residential Facility,"4xx Stinchcomb Dr, Columbus, Oh 43235",Address,Columbus Division Of Police (Oh),40.0229737,-83.0305728,9,370.3000265525072
147,147,Drugs / Narcotics Violation,230719983,Drug Offense,9/15/2023,3:48:00 AM,Street,"22xx Cleveland Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0091011,-82.9701954,3,1017.7102416380224
148,148,Theft,23000750,Theft - From Building,9/15/2023,3:05:00 AM,,"10xx Dublin Rd, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9734315,-83.0471496,3,613.5879516858137
149,149,Weapons Violation,230719867,Weapons Offense,9/15/2023,2:00:00 AM,Street,"3xx N Monroe Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9702707,-82.9782795,2,384.15839402204466
150,150,Motor Vehicle Theft,230720941,Motor Vehicle Theft - Generalist,9/15/2023,1:15:00 AM,Parking Lot,"2xx E 15th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9994385,-82.9955846,1,1378.7134524923817
151,151,All Other - Non-Criminal,230741930,Missing Person,9/15/2023,12:00:00 AM,Multiple Dwelling,"14xx N 4th St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9944071,-82.9990764,12,3011.4411079857596
152,152,Assault - Simple,230719458,Domestic Violence,9/14/2023,10:30:00 PM,Multiple Dwelling,"11xx E 26th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0080923,-82.9720703,22,1628.658249797027
153,153,Theft,230719555,Theft - Misdemeanor - Ziu,9/14/2023,10:30:00 PM,Other Location,"13xx N High St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9940977,-83.0068864,22,1348.5144506913812
154,154,All Other - Non-Criminal,230723939,Missing Person,9/14/2023,10:00:00 PM,Multiple Dwelling,"9xx Mt Vernon Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9711202,-82.9791878,22,1788.9531934392073
155,155,Motor Vehicle Theft,230721923,Motor Vehicle Theft - Generalist,9/14/2023,9:30:00 PM,Street,"W 2nd St & N High Ave, Columbus, Oh 43201",Intersection,Columbus Division Of Police (Oh),39.9940977,-83.0068864,21,1656.2687234466066
156,156,Theft,230773240,Theft - Mail,9/14/2023,7:20:00 PM,Single Family Home,"1xx Irving Way W, Columbus, Oh 43214",Address,Columbus Division Of Police (Oh),40.0357933,-83.0231394,19,406.7739676723914
157,157,Robbery - Individual,230718661,Robbery - Individual,9/14/2023,4:50:00 PM,Library,"14xx N High St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9940977,-83.0068864,16,1035.867500281141
158,158,Motor Vehicle Theft,230718537,Motor Vehicle Theft - Generalist,9/14/2023,4:12:00 PM,Street,"E Hudson & Billiter, Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),40.0135625,-82.96506730000002,16,943.2955012020708
159,159,All Other - Non-Criminal,230718701,Missing Person,9/14/2023,4:00:00 PM,Single Family Home,"17xx Cordell Ave, Columbus, Oh 43219",Address,Columbus Division Of Police (Oh),40.0110852,-82.9658723,16,953.3878006700985
160,160,All Other - Non-Criminal,230734293,Missing Person,9/14/2023,3:54:00 PM,Residential Facility,"25xx Grasmere Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0185699,-82.9829591,15,1500.8142597012613
161,161,Assault - Simple,230718469,Domestic Violence,9/14/2023,3:40:00 PM,Multiple Dwelling,"4xx Helen Ct, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9843923,-83.0182148,15,816.0166721701629
162,162,Drugs / Narcotics Violation,202301409,511.04c2 Possess Marijuana,9/14/2023,3:33:00 PM,Street,"Essex Rd & North Star Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0023529,-83.04826,15,816.6573375003074
163,163,Motor Vehicle Theft,230721166,Motor Vehicle Theft - Generalist,9/14/2023,3:00:00 PM,Single Family Home,"11xx Michigan Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9852223,-83.0167485,15,864.5362526080482
164,164,Assault - Simple,230718296,Domestic Violence,9/14/2023,2:35:00 PM,Single Family Home,"5xx N Champion Ave, Columbus, Oh 43203",Address,Columbus Division Of Police (Oh),39.9739445,-82.9682365,14,1038.65396369136
165,165,Motor Vehicle Theft,230727213,Motor Vehicle Theft - Generalist,9/14/2023,7:00:00 AM,Parking Lot,"23xx Cleveland Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0091011,-82.9701954,7,1247.4451640909322
166,166,All Other - Non-Criminal,230719642,Missing Person,9/14/2023,6:30:00 AM,Single Family Home,"11xx E 17th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0003473,-82.9754196,6,723.117495862431
167,167,All Other - Criminal,230717296,Menacing - Ziu,9/14/2023,4:30:00 AM,Street,"13xx E 26th Ave, Columbus, Oh 43212",Address,Columbus Division Of Police (Oh),40.0080923,-82.9720703,4,503.45541449621095
168,168,Vandalism,230717235,Damage To Property,9/14/2023,1:45:00 AM,Single Family Home,"28xx Audubon Rd, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0210757,-82.9906592,1,1063.7151632941434
169,169,Traffic Incident,230717136,Traffic Arrest,9/14/2023,1:00:00 AM,Single Family Home,"28xx Audobon Rd, Columbus Ohio Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0210757,-82.9906592,1,1063.7151632941434
170,170,Theft,230716508,Theft - Misdemeanor - Ziu,9/13/2023,7:32:00 PM,Variety/convenience Store,"6xx E Weber Rd, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.023496,-82.9819422,19,706.3592801231766
171,171,Traffic Incident,230716313,Traffic Arrest,9/13/2023,6:16:00 PM,Street,"Chittenden St & Summit Ave, Columbus, Oh 43201",Intersection,Columbus Division Of Police (Oh),39.99548679999999,-83.00145479999999,18,1964.5973462252698
172,172,All Other - Criminal,230716046,Menacing - Ziu,9/13/2023,4:43:00 PM,Residential Facility,"29xx Azelda St, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.0258221,-82.9870566,16,999.99484801082
173,173,Theft,230716033,Theft - Misdemeanor - Ziu,9/13/2023,4:30:00 PM,Grocery/supermarket,"6xx E Hudson St, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0140472,-82.9757029,16,1080.5063189208788
174,174,Drugs / Narcotics Violation,230716004,Drug Offense,9/13/2023,4:26:00 PM,Yard,"25xx Audubon Rd, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0210757,-82.9906592,16,960.1155084778223
175,175,All Other - Criminal,230715747,Menacing - Ziu,9/13/2023,2:49:00 PM,Single Family Home,"10xx Duxberry Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0091135,-82.9760462,14,640.6997363394058
176,176,Burglary from Motor Vehicle,230715405,Theft - From Motor Vehicle - Petit - Ziu,9/13/2023,11:56:00 AM,Other Business Office,"21xx Joyce Ave, Columbus, Oh 43219",Address,Columbus Division Of Police (Oh),40.0055776,-82.963735,11,918.7508620627258
177,177,Weapons Violation,230715327,Weapons Offense,9/13/2023,11:21:00 AM,70 - Other Vehicle,"N Gift St & W Gay St, Columbus, Oh 43215",Intersection,Columbus Division Of Police (Oh),39.96109879999999,-83.0158718,11,370.8651645220578
178,178,Burglary - Residential,230716128,Burglary - Residential,9/13/2023,11:10:00 AM,Multiple Dwelling,"11xx Kinnear Rd, Columbus, Oh 43212",Address,Columbus Division Of Police (Oh),39.9978981,-83.0363771,11,386.51223431957044
179,179,Robbery - Individual,230716828,Robbery - Individual,9/13/2023,9:50:00 AM,Single Family Home,"8xx Gibbard Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9839143,-82.9799141,9,525.3776900693068
180,180,All Other - Criminal,230715448,Menacing - Ziu,9/13/2023,9:30:00 AM,School,"26xx Mcguffey Rd, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0205288,-82.9815173,9,912.4230047352356
181,181,All Other - Non-Criminal,230759232,Missing Person,9/13/2023,9:00:00 AM,Single Family Home,"11xx Duxberry Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0091135,-82.9760462,9,931.5222242008876
182,182,Traffic Incident,01-23-005879,Vehicle Crash,9/13/2023,7:26:00 AM,Street,"Columbus, Oh",Street,Franklin County Sheriff's Office,39.9611755,-82.99879419999999,7,370.31829083194424
183,183,Traffic Incident,01-23-005913,Vehicle Crash,9/13/2023,6:40:00 AM,Street,"Columbus, Oh",Street,Franklin County Sheriff's Office,39.9611755,-82.99879419999999,6,1119.0708627166503
184,184,Traffic Incident,01-23-005886,Vehicle Crash,9/13/2023,6:40:00 AM,Street,"Columbus, Oh",Street,Franklin County Sheriff's Office,39.9611755,-82.99879419999999,6,1119.0708627166503
185,185,Traffic Incident,01-23-005909,Vehicle Crash,9/13/2023,6:40:00 AM,Street,"Columbus, Oh",Street,Franklin County Sheriff's Office,39.9611755,-82.99879419999999,6,1119.0708627166503
186,186,All Other - Criminal,230714814,Menacing - Ziu,9/13/2023,6:38:00 AM,Daycare Facility,"19xx Cleveland Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0091011,-82.9701954,6,835.6972789314158
187,187,Assault - Simple,230714691,Domestic Violence,9/13/2023,4:23:00 AM,Single Family Home,"13xx E 18th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0017017,-82.9839378,4,564.6104298085952
188,188,Traffic Incident,230714625,Traffic Arrest,9/13/2023,3:09:00 AM,Street,"Medary St & E Tompkins Ave, Columbus, Oh 43202",Intersection,Columbus Division Of Police (Oh),40.0143071,-83.0050119,3,571.9416092901328
189,189,Motor Vehicle Theft,230714975,Motor Vehicle Theft - Generalist,9/13/2023,2:03:00 AM,Parking Lot,"4xx W 5th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9874985,-83.0152617,2,950.2521142047167
190,190,All Other - Criminal,202301403,Issuance Of Warrant Upon Failure To Appear,9/13/2023,1:54:00 AM,Other Location,"13xx N High St, Columbus, Oh 43201",Address,Upper Arlington Police Department,39.9940977,-83.0068864,1,1806.4520906733962
191,191,Assault - Aggravated,230714517,Felony Assault,9/13/2023,1:13:00 AM,Single Family Home,"12xx E Hudson St, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0140472,-82.9757029,1,3020.7601036482324
192,192,All Other - Criminal,230714386,Menacing - Ziu,9/12/2023,11:44:00 PM,Single Family Home,"9xx E 18th Ave, Columbus, Oh 43221",Address,Columbus Division Of Police (Oh),40.0017017,-82.9839378,23,1323.2718610585584
193,193,Weapons Violation,230714378,Weapons Offense,9/12/2023,11:38:00 PM,Street,"Cleveland Pl & Kohr Ave, Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),41.49932,-81.6943605,23,370.22528241539885
194,194,Burglary - Residential,230714287,Burglary - Residential,9/12/2023,10:35:00 PM,Single Family Home,"1xx W Maynard Ave, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0110147,-83.012387,22,755.3844287728072
195,195,Motor Vehicle Theft,230714464,Motor Vehicle Theft - Generalist,9/12/2023,9:00:00 PM,Parking Lot,"21xx N High St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9940977,-83.0068864,21,1656.2687234466066
196,196,Motor Vehicle Theft,230714936,Motor Vehicle Theft - Generalist,9/12/2023,8:14:00 PM,Street,"N High Ave & 2nd St, Columbus, Oh 43201",Intersection,Columbus Division Of Police (Oh),39.9940977,-83.0068864,20,1208.9650727382352
197,197,All Other - Non-Criminal,01-23-005867,Unspecified,9/12/2023,4:20:00 PM,,"17xx Olentangy River Rd, Clinton Twp, Oh 43224",Address,Franklin County Sheriff's Office,40.0201128,-83.02456,16,774.5197619170132
198,198,Theft,230712976,Theft - Misdemeanor - Ziu,9/12/2023,1:00:00 PM,Single Family Home,"15xx Kingry St, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.9943429,-82.9844916,13,841.6216528993042
199,199,Theft,230713714,Theft - Misdemeanor - Ziu,9/12/2023,9:30:00 AM,Yard,"14xx Loretta Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0147246,-82.9701322,9,802.5839792385925
200,200,All Other - Criminal,230716623,Menacing - Ziu,9/12/2023,9:00:00 AM,Multiple Dwelling,"4xx Chittenden Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9948248,-82.9953053,9,792.8841005174189
201,201,Assault - Simple,230712164,Domestic Violence,9/12/2023,6:45:00 AM,Single Family Home,"8xx E 2nd Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.981915,-82.9921429,6,733.1431484358777
202,202,All Other - Non-Criminal,230713875,Missing Person,9/12/2023,4:00:00 AM,Single Family Home,"20xx Grasmere Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0185699,-82.9829591,4,623.5734629490952
203,203,Traffic Incident,230712067,Traffic Arrest,9/12/2023,3:55:00 AM,Street,"I, Xx N E 17th Ave, Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),40.0003473,-82.9754196,3,1100.4923658925427
204,204,Drugs / Narcotics Violation,230712047,Drug Offense,9/12/2023,3:25:00 AM,Parking Lot,"27xx Cleveland Ave, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.0414902,-82.9607468,3,666.7789924248594
205,205,All Other - Non-Criminal,233010545,Curfew,9/12/2023,1:36:00 AM,Street,"16xx E Weber Rd, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.023496,-82.9819422,1,1489.0465434858158
206,206,Motor Vehicle Theft,230711936,Motor Vehicle Theft - Generalist,9/12/2023,1:28:00 AM,Street,"4xx E 15th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9994385,-82.9955846,1,1378.7134524923817
207,207,Burglary - Residential,230712636,Burglary - Residential,9/12/2023,12:20:00 AM,Single Family Home,"24xx Lexington Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.008079,-82.9806532,12,1247.2863790056942
208,208,Burglary - Residential,230712384,Burglary - Residential,9/11/2023,11:30:00 PM,Multiple Dwelling,"3xx E 20th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),40.0037327,-82.9890405,23,1294.8235804513981
209,209,All Other - Criminal,230712414,Menacing - Ziu,9/11/2023,10:30:00 PM,Street,"5xx St Clair Ave, Columbus, Oh 43203",Address,Columbus Division Of Police (Oh),39.9757087,-82.9805201,22,1531.9019984434622
210,210,Assault - Simple,230711681,Domestic Violence,9/11/2023,10:21:00 PM,Single Family Home,"13xx E 26th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0080923,-82.9720703,22,1628.658249797027
