,Unnamed: 0,Class,Incident,Crime,Date,Time,Location Name,Address,Accuracy,Agency,Lat,Lng,Hour,Density
19,19,Motor Vehicle Theft,230737757,Motor Vehicle Theft - Generalist,9/21/2023,4:10:00 PM,Parking Lot,"11xx W 5th Ave, Columbus, Oh 43212",Address,Columbus Division Of Police (Oh),39.9887493,-83.0436821,16,461.6518682561579
20,20,Weapons Violation,230737647,Weapons Offense,9/21/2023,3:46:00 PM,70 - Other Vehicle,"E, Xx Th Ave And Hamilton Ave, Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),40.0141835,-82.9789869,15,1459.5347331785717
21,21,Motor Vehicle Theft,230539466,Motor Vehicle Theft - Generalist,9/21/2023,3:40:00 PM,Street,"Ifo, 14xx Cordell Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0110852,-82.9658723,15,1561.637542721787
22,22,Assault - Simple,230737590,Domestic Violence,9/21/2023,3:29:00 PM,Multiple Dwelling,"13xx Summit St, Apt A Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9951251,-83.0014788,15,970.2822828357703
23,23,All Other - Non-Criminal,230737686,Missing Person,9/21/2023,2:30:00 PM,School,"14xx Huy Rd, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.035446,-82.9708847,14,654.5789540957605
24,24,Motor Vehicle Theft,230737416,Motor Vehicle Theft - Generalist,9/21/2023,2:18:00 PM,Daycare Facility,"8xx Michigan Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9852223,-83.0167485,14,1155.2936363689362
25,25,Weapons Violation,230737377,Weapons Offense,9/21/2023,2:05:00 PM,Street,"26xx Osceola Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0192786,-82.9895828,14,752.755533509167
26,26,All Other - Criminal,230737399,Menacing - Ziu,9/21/2023,2:00:00 PM,Single Family Home,"12xx Hildreth Ave, Columbus, Oh 43203",Address,Columbus Division Of Police (Oh),39.9740328,-82.9677302,14,1022.4245713139677
27,27,Motor Vehicle Theft,230737261,Motor Vehicle Theft - Generalist,9/21/2023,1:13:00 PM,Street,"8xx Ingleside Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9784471,-83.0180944,13,551.3026215854782
28,28,Shoplifting,23000764,Theft - Shoplifting,9/21/2023,12:19:00 PM,,"7xx Grandview Ave, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9795352,-83.0451845,24,494.64100184223804
29,29,All Other - Criminal,230736872,Truancy,9/21/2023,10:27:00 AM,School,"E 25th St & Ontario Ave, Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),40.0074823,-82.9771801,10,1760.2442238790525
30,30,Assault - Simple,230736531,Domestic Violence,9/21/2023,7:00:00 AM,Single Family Home,"9xx E 12th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.9960164,-82.9789139,7,939.0708939401
31,31,Burglary from Motor Vehicle,230736477,Theft - From Motor Vehicle - Petit - Ziu,9/21/2023,6:24:00 AM,Other Business Office,"14xx E 3rd Ave, Columbus, Oh 43212",Intersection,Columbus Division Of Police (Oh),39.9834638,-82.9893701,6,735.2504389683655
32,32,Drugs / Narcotics Violation,230736339,Drug Offense,9/21/2023,3:31:00 AM,Street,"E Weber Ave & Cleveland Rd, Columbus, Oh 43224",Intersection,Columbus Division Of Police (Oh),40.0367016,-82.9612944,3,689.4899409340587
33,33,Burglary from Motor Vehicle,230736110,Theft - From Motor Vehicle - Petit - Ziu,9/21/2023,12:10:00 AM,Street,"W Gay & N High, Columbus, Oh 43215",Intersection,Columbus Division Of Police (Oh),39.963576,-83.00090589999999,12,1168.3139799087046
34,34,Motor Vehicle Theft,230736570,Motor Vehicle Theft - Generalist,9/20/2023,11:59:00 PM,Street,"23xx Neil Ave, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0169144,-83.0141648,23,768.538827395447
35,35,Motor Vehicle Theft,230736742,Motor Vehicle Theft - Generalist,9/20/2023,11:30:00 PM,Street,"15xx W 7th Ave, Columbus, Oh 43210",Address,Columbus Division Of Police (Oh),39.9900479,-83.0315645,23,389.7073681714002
36,36,Weapons Violation,233010783,Weapons Offense,9/20/2023,11:05:00 PM,Parking Lot,"6xx E 5th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9864137,-82.988532,23,732.125927895814
37,37,Theft,202301436,505.05 Petty Theft - All Other Larceny,9/20/2023,11:00:00 PM,Multiple Dwelling,"14xx W Lane Ave, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0071931,-83.0535706,23,370.436213832206
38,38,All Other - Non-Criminal,202301433,Non-criminal Incident,9/20/2023,10:50:00 PM,,"29xx Brandon Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0133286,-83.0566006,22,520.9852131557066
39,39,Burglary - Residential,23000763,Burglary,9/20/2023,10:30:00 PM,,"8xx Goodale Blvd, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9754695,-83.0395673,22,553.1100481080916
40,40,Weapons Violation,230735837,Weapons Offense,9/20/2023,9:38:00 PM,Yard,"29xx Azelda St, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.0258221,-82.9870566,21,875.6653806600509
41,41,Motor Vehicle Theft,230736816,Motor Vehicle Theft - Generalist,9/20/2023,9:30:00 PM,Residential Facility,"9xx N High St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9940977,-83.0068864,21,1656.2687234466066
42,42,All Other - Non-Criminal,230735783,Missing Person,9/20/2023,8:30:00 PM,Single Family Home,"27xx Atwood Ter, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0208157,-82.9851683,20,1143.1434901928076
43,43,All Other - Criminal,230745428,Menacing - Ziu,9/20/2023,7:30:00 PM,Hospital,"35xx Olentangy River Rd, Columbus, Oh 43214",Address,Columbus Division Of Police (Oh),40.0525631,-83.0337448,19,376.8929072887281
44,44,Sexual Offense,230735306,Public Indecency,9/20/2023,6:15:00 PM,Street,"N High Ave & E 4th St, Columbus, Oh 43201",Intersection,Columbus Division Of Police (Oh),39.9859169,-83.0052797,18,1565.5787211149518
45,45,All Other - Criminal,233010887,Menacing - Ziu,9/20/2023,6:00:00 PM,Multiple Dwelling,"17xx Elmwood Ave, Columbus, Oh 43212",Address,Columbus Division Of Police (Oh),39.9878275,-83.0515502,18,707.4074931220548
46,46,All Other - Criminal,230735224,Menacing - Ziu,9/20/2023,5:20:00 PM,Street,"Xx E Broad, Columbus, Oh 43215",Address,Columbus Division Of Police (Oh),39.9686869,-82.9438049,17,370.2252824218254
47,47,All Other - Criminal,230735204,Menacing - Ziu,9/20/2023,5:14:00 PM,Park/playground,"10xx E 13th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.9972463,-82.9842607,17,1064.2149835211424
48,48,Traffic Incident,230735017,Traffic Arrest,9/20/2023,4:01:00 PM,Street,"Olentangy St & Goodale St, Columbus, Oh 43223",Intersection,Columbus Division Of Police (Oh),40.0203793,-83.0058423,16,778.5993276869775
49,49,Burglary - Residential,230740179,Burglary - Residential,9/20/2023,4:00:00 PM,Other Residential,"6xx Northridge Rd, Columbus, Oh 43214",Address,Columbus Division Of Police (Oh),40.0423493,-83.0065611,16,387.7216839346159
50,50,Motor Vehicle Theft,230734843,Motor Vehicle Theft - Generalist,9/20/2023,2:30:00 PM,Street,"1xx W 3rd Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9838674,-83.0151611,14,1119.6450439861198
51,51,All Other - Non-Criminal,230737314,Missing Person,9/20/2023,12:30:00 PM,Multiple Dwelling,"14xx Hamlet St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9857009,-83.0005796,24,472.8737606110467
52,52,Theft,230737468,Theft - Misdemeanor - Ziu,9/20/2023,12:00:00 PM,69 - Cyberspace,"Xx E 4th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9854659,-82.9886388,24,505.8162913966215
53,53,All Other - Criminal,230735076,Menacing - Ziu,9/20/2023,12:00:00 PM,School,"39xx Indianola Ave, Columbus, Oh 43214",Address,Columbus Division Of Police (Oh),40.0539808,-83.0002846,24,370.34405610792766
54,54,All Other - Criminal,230734248,Menacing - Ziu,9/20/2023,10:16:00 AM,Single Family Home,"11xx Peters Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9878015,-82.9807236,10,1276.8067252432945
55,55,Theft,230735922,Theft - Misdemeanor - Ziu,9/20/2023,9:00:00 AM,School,"30xx Eisenhower Rd, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0365348,-82.9932024,9,415.9496975799693
56,56,Motor Vehicle Theft,230734658,Motor Vehicle Theft - Generalist,9/20/2023,9:00:00 AM,Yard,"25xx Indianola Ave, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0193714,-83.0019218,9,484.604196167611
57,57,Shoplifting,23000762,Theft - Shoplifting,9/20/2023,3:21:00 AM,,"7xx Grandview Ave, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9795352,-83.0451845,3,613.5879517904391
58,58,Burglary from Motor Vehicle,230733645,Theft - From Motor Vehicle - Petit - Ziu,9/20/2023,12:50:00 AM,Parking Garage,"Xx S Front St, Columbus, Oh 43215",Address,Columbus Division Of Police (Oh),39.949301,-82.9999373,12,532.9907297707185
59,59,All Other - Non-Criminal,230733457,Missing Person,9/20/2023,12:10:00 AM,Single Family Home,"15xx W 6th Ave, Columbus, Oh 43212",Address,Columbus Division Of Police (Oh),39.9899603,-83.0389102,12,1289.4564433125568
60,60,Traffic Incident,230733530,Traffic Arrest,9/20/2023,12:06:00 AM,Street,"Parkwood St & E Hudson Ave, Columbus, Oh 43224",Intersection,Columbus Division Of Police (Oh),40.0135458,-82.9647839,12,1083.3343541022657
61,61,Fraud / Forgery,202301446,"Identity Fraud_obtain, Possess, Or Use To Hold Out As Other Person",9/20/2023,12:01:00 AM,Single Family Home,"29xx North Star Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.008189,-83.0479121,12,385.62554727024155
62,62,Traffic Incident,230733402,Traffic Arrest,9/19/2023,10:45:00 PM,Street,"W 5th Ave & Broadview Ave, Columbus, Oh 43201",Intersection,Columbus Division Of Police (Oh),39.9888644,-83.0459292,22,683.3176583149467
63,63,Assault - Simple,230733306,Domestic Violence,9/19/2023,9:57:00 PM,Multiple Dwelling,"4xx Helen Ct, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9843923,-83.0182148,21,1426.8503618407335
64,64,Assault - Simple,230733086,Domestic Violence,9/19/2023,8:13:00 PM,Multiple Dwelling,"10xx Atcheson St, Columbus, Oh 43203",Address,Columbus Division Of Police (Oh),39.9744757,-82.9702965,20,586.4139821728426
65,65,Motor Vehicle Theft,230732358,Motor Vehicle Theft - Generalist,9/19/2023,3:30:00 PM,Street,"24xx Findley Ave, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0176985,-83.0092113,15,438.55455742900415
66,66,Vandalism,23000760,Criminal Damaging/endangering,9/19/2023,2:19:00 PM,,"11xx W 1st Ave, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9817822,-83.0427718,14,405.8716090043942
67,67,All Other - Criminal,230732094,Menacing - Ziu,9/19/2023,2:03:00 PM,Street,"E 16th Ave & Hamilton Ave, Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),39.9997373,-82.97999519999999,14,517.6403150237111
68,68,Assault - Simple,230731932,Domestic Violence,9/19/2023,12:45:00 PM,Street,"15xx Isabel Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.9972761,-82.9771637,24,970.6746722270641
69,69,All Other - Criminal,202301430,Issuance Of Warrant Upon Failure To Appear,9/19/2023,12:38:00 PM,Other Outside Location,"36xx Tremont Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0158356,-83.0656524,24,417.967559596849
70,70,Traffic Incident,230731630,Accident Report - Hit/skip - Solved,9/19/2023,10:44:00 AM,Street,"11xx Cleveland Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9933034,-82.982129,10,1292.113173625916
71,71,Vandalism,230731111,Damage To Property,9/19/2023,5:40:00 AM,Street,"24xx Lexington Ave, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),39.999801,-82.981664,5,669.4018685451999
72,72,All Other - Non-Criminal,01-23-006025,Complaint,9/19/2023,12:00:00 AM,Single Family Home,"20xx Republic Avenue, Columbus, Oh 43211",Address,Franklin County Sheriff's Office,40.015664,-82.9700598,12,1461.7698133739557
73,73,Burglary - Residential,230737688,Burglary - Residential,9/19/2023,12:00:00 AM,Single Family Home,"9xx E 12th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.9960164,-82.9789139,12,1534.3614407277462
74,74,Motor Vehicle Theft,230730972,Motor Vehicle Theft - Generalist,9/18/2023,10:00:00 PM,Parking Lot,"3xx E 12th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.996278,-82.9866104,22,1782.8189484350119
75,75,Motor Vehicle Theft,230733947,Motor Vehicle Theft - Generalist,9/18/2023,8:30:00 PM,Single Family Home,"2xx E Oakland Ave, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0088267,-83.0032451,20,1085.8085173716233
76,76,Assault - Simple,230731861,Domestic Violence,9/18/2023,8:00:00 PM,Shelter-mission / Homeless,"12xx Corrugated Way, Columbus, Oh 43219",Address,Columbus Division Of Police (Oh),39.9890172,-82.9904579,20,1736.87297651869
77,77,Burglary - Residential,230730643,Burglary - Residential,9/18/2023,7:30:00 PM,Single Family Home,"12xx Republic Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.015664,-82.9700598,19,506.0422996102408
78,78,Drugs / Narcotics Violation,202301428,511.04c2 Possess Marijuana,9/18/2023,6:38:00 PM,Street,"17xx North Star Rd, Upper Arlington, Oh 43212",Address,Upper Arlington Police Department,39.9987847,-83.0482811,18,539.7751823780914
79,79,Theft,233011064,Theft - Misdemeanor - Ziu,9/18/2023,6:15:00 PM,Multiple Dwelling,"5xx Stinchcomb Dr, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0229737,-83.0305728,18,466.628489950717
80,80,Vandalism,230730002,Damage To Property,9/18/2023,5:00:00 PM,Multiple Dwelling,"9xx E Weber Rd, Apt B Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.023496,-82.9819422,17,919.5292953757406
81,81,Theft,230734926,Theft - Misdemeanor - Ziu,9/18/2023,4:14:00 PM,Other Business Office,"Xx E Gay St, Columbus, Oh 43215",Address,Columbus Division Of Police (Oh),39.9655146,-82.987411,16,539.6465062676187
82,82,All Other - Criminal,230729962,Menacing - Ziu,9/18/2023,2:55:00 PM,Multiple Dwelling,"18xx N 4th St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9944071,-82.9990764,14,419.15418268710977
83,83,All Other - Non-Criminal,230728901,Missing Person,9/18/2023,10:00:00 AM,Single Family Home,"14xx Duxberry Ave, Columbus, Oh 43219",Address,Columbus Division Of Police (Oh),40.0089663,-82.972742,10,1594.0624225595861
84,84,Motor Vehicle Theft,230731521,Motor Vehicle Theft - Generalist,9/18/2023,8:00:00 AM,Other Outside Location,"38xx Indianola Ave, Columbus, Oh 43214",Address,Columbus Division Of Police (Oh),40.0539808,-83.0002846,8,370.5675597348864
85,85,Sexual Offense,230730675,Public Indecency,9/18/2023,6:05:00 AM,Street,"Mcguffey Ave & Alberdeen Rd, Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),40.0046112,-82.98241209999999,6,666.7209846992831
86,86,Burglary - Residential,230728459,Burglary - Residential,9/18/2023,2:15:00 AM,Single Family Home,"24xx N 4th St, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0129247,-82.9978039,2,400.95934422820335
87,87,Shoplifting,23000758,Theft - Shoplifting,9/18/2023,1:08:00 AM,,"7xx Grandview Ave, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9795352,-83.0451845,1,1160.1068863027024
88,88,Robbery - Individual,230728399,Robbery - Individual,9/18/2023,1:00:00 AM,Gas Station,"15xx Cordell Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0110852,-82.9658723,1,1804.6761676578237
89,89,Traffic Incident,01-23-005992,Hit Skip,9/18/2023,12:43:00 AM,,"Nb On 71 From, 1xx Columbus, Oh",Street,Franklin County Sheriff's Office,39.9611755,-82.99879419999999,12,1103.7593234958988
90,90,Motor Vehicle Theft,230728813,Motor Vehicle Theft - Generalist,9/18/2023,12:00:00 AM,Street,"16xx Oakland Park Ave, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.0317922,-82.9741469,12,445.78864568907494
91,91,All Other - Criminal,230727926,Menacing - Ziu,9/17/2023,9:03:00 PM,Multiple Dwelling,"3xx E 20th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),40.0037327,-82.9890405,21,1057.7893328636835
92,92,Assault - Aggravated,230727853,Felony Assault,9/17/2023,8:32:00 PM,Street,"21xx Ontario St, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0161253,-82.9766586,20,886.1354051481624
93,93,All Other - Criminal,202301427,Issuance Of Warrant Upon Failure To Appear,9/17/2023,7:20:00 PM,Street,"36xx Tremont Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0158356,-83.0656524,19,1221.3751953917524
94,94,Motor Vehicle Theft,230727710,Motor Vehicle Theft - Generalist,9/17/2023,6:20:00 PM,Parking Lot,"12xx E Hudson St, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0140472,-82.9757029,18,981.9477928013409
95,95,Weapons Violation,202301426,Carrying Concealed Weapons_handgun Other Than A Dangerous Ordnance,9/17/2023,4:27:00 PM,Street,"Kenny Rd & Tremont Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0323607,-83.051228,16,518.6258340662571
96,96,Assault - Simple,230727090,Domestic Violence,9/17/2023,3:33:00 PM,Multiple Dwelling,"9xx E Weber Rd, Apt B Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.023496,-82.9819422,15,1374.1511379885753
97,97,All Other - Criminal,202301425,Issuance Of Warrant Upon Failure To Appear,9/17/2023,3:24:00 PM,Street,"10xx Grandview Ave Grandview Heights, Oh, 43212",Address,Upper Arlington Police Department,39.9823761,-83.0449755,15,376.86482797812755
98,98,All Other - Criminal,230726906,Menacing - Ziu,9/17/2023,2:19:00 PM,Multiple Dwelling,"2xx W 5th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9874985,-83.0152617,14,1094.76161053688
99,99,All Other - Non-Criminal,230747077,Missing Person,9/17/2023,12:00:00 PM,Single Family Home,"9xx E 18th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0017017,-82.9839378,24,838.4992676743377
100,100,Robbery - Individual,230726528,Robbery - Individual,9/17/2023,11:14:00 AM,Street,"12xx E 16th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.999626,-82.9767858,11,797.1637960423355
101,101,All Other - Criminal,230726653,Menacing - Ziu,9/17/2023,11:00:00 AM,Yard,"10xx E 22nd Ave, Columbus, Oh 43212",Address,Columbus Division Of Police (Oh),40.0048739,-82.9752487,11,1009.6772465076767
102,102,Assault - Simple,230726520,Domestic Violence,9/17/2023,11:00:00 AM,Single Family Home,"14xx E 25th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0069435,-82.9672263,11,1116.1383828781281
103,103,Assault - Simple,230726487,Domestic Violence,9/17/2023,10:51:00 AM,Single Family Home,"29xx Brement St, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.0315863,-82.9696202,10,387.0956847207128
104,104,Motor Vehicle Theft,230726172,Motor Vehicle Theft - Generalist,9/17/2023,8:42:00 AM,Single Family Home,"Xx W 5th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9874985,-83.0152617,8,582.9696705399182
105,105,Motor Vehicle Theft,230726289,Motor Vehicle Theft - Generalist,9/17/2023,8:00:00 AM,Parking Lot,"18xx Lakeview, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0256154,-82.9651438,8,373.84852494560783
106,106,Motor Vehicle Theft,230727099,Motor Vehicle Theft - Generalist,9/17/2023,6:00:00 AM,Single Family Home,"14xx Loretta Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0147246,-82.9701322,6,710.8236439620722
107,107,Assault - Simple,230726002,Domestic Violence,9/17/2023,3:30:00 AM,Single Family Home,"14xx E 19th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0027713,-82.9840001,3,904.8603070100735
108,108,Weapons Violation,230725906,Discharging Firearms,9/17/2023,2:47:00 AM,Multiple Dwelling,"3xx Chittendedn Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9948248,-82.9953053,2,1042.0697350855405
109,109,Traffic Incident,230725808,Traffic Arrest,9/17/2023,1:52:00 AM,Street,"E Nationwide St & N 4th Blvd, Columbus, Oh 43215",Intersection,Columbus Division Of Police (Oh),39.9691527,-82.99747599999999,1,682.3141743840456
110,110,Shoplifting,23000757,Theft - Shoplifting,9/17/2023,1:00:00 AM,,"7xx Grandview Ave, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9795352,-83.0451845,1,1160.1068863027024
111,111,Robbery - Individual,230726095,Robbery - Individual,9/17/2023,1:00:00 AM,Multiple Dwelling,"19xx Indianola Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9998311,-83.0037366,1,1598.4686813644282
112,112,Assault - Simple,230725843,Domestic Violence,9/17/2023,1:00:00 AM,Single Family Home,"14xx Briarwood Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0165695,-82.9699998,1,2433.3285804421553
113,113,All Other - Non-Criminal,230726028,Missing Person,9/17/2023,1:00:00 AM,Multiple Dwelling,"10xx Caldwell Pl, Columbus, Oh 43203",Address,Columbus Division Of Police (Oh),39.9768139,-82.9770772,1,399.7171524329621
114,114,Robbery - Individual,230725628,Robbery - Individual,9/17/2023,12:22:00 AM,Street,"11xx Peters Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9878015,-82.9807236,12,1650.1137512274702
115,115,Burglary - Residential,230725693,Burglary - Residential,9/16/2023,11:40:00 PM,Multiple Dwelling,"16xx N High St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9940977,-83.0068864,23,1114.9745496869675
116,116,Weapons Violation,230725483,Weapons Offense,9/16/2023,11:36:00 PM,Street,"E 7th St & N High Ave, Columbus, Oh 43201",Intersection,Columbus Division Of Police (Oh),39.9940977,-83.0068864,23,1114.9745496869675
117,117,Assault - Simple,230725452,Domestic Violence,9/16/2023,11:23:00 PM,Single Family Home,"32xx Eisenhower Rd, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0365348,-82.9932024,23,380.6690752480734
118,118,Motor Vehicle Theft,230726376,Motor Vehicle Theft - Generalist,9/16/2023,9:00:00 PM,Parking Lot,"13xx Holly Ave, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),39.9846869,-83.0339917,21,686.2588537313368
119,119,All Other - Non-Criminal,01-23-005968,Unspecified,9/16/2023,7:12:00 PM,,"18xx Olentangy River Rd, Clinton Twp, Oh 43224",Address,Franklin County Sheriff's Office,40.0201128,-83.02456,19,406.5699423393163
120,120,Motor Vehicle Theft,230727600,Motor Vehicle Theft - Generalist,9/16/2023,6:50:00 PM,Street,"12xx N High St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9940977,-83.0068864,18,1966.8552879727874
121,121,Motor Vehicle Theft,230724549,Motor Vehicle Theft - Generalist,9/16/2023,5:53:00 PM,Street,"1xx W 3rd Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9838674,-83.0151611,17,691.6164321487931
122,122,Assault - Simple,230721498,Domestic Violence,9/16/2023,4:48:00 PM,Single Family Home,"20xx Grasmere Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0185699,-82.9829591,16,1119.185725908246
123,123,All Other - Criminal,202301421,Warrant,9/16/2023,4:18:00 PM,Street,"Trentwood Rd & Halesworth Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0231696,-83.05350609999999,16,518.6711304426028
124,124,Motor Vehicle Theft,230724829,Motor Vehicle Theft - Generalist,9/16/2023,1:00:00 PM,Street,"1xx E Norwich Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),40.0069987,-83.0027873,13,775.3501193140058
125,125,Assault - Simple,230723703,Domestic Violence,9/16/2023,12:23:00 PM,Parking Lot,"26xx Cleveland Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0091011,-82.9701954,24,2082.642849006368
126,126,Motor Vehicle Theft,230727384,Motor Vehicle Theft - Generalist,9/16/2023,5:00:00 AM,Parking Lot,"4xx E 14th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9983164,-82.9955108,5,427.1691052100382
127,127,Traffic Incident,230722973,Traffic Arrest,9/16/2023,2:56:00 AM,Street,"W 11th St & N High Ave, Columbus, Oh 43201",Intersection,Columbus Division Of Police (Oh),39.9940977,-83.0068864,2,970.3612440156488
128,128,Traffic Incident,230719814,Traffic Arrest,9/16/2023,1:19:00 AM,Street,"E 11th St & Kingry Ave, Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),39.9938199,-82.9840669,1,890.4483210311528
129,129,Assault - Simple,230722786,Domestic Violence,9/16/2023,1:09:00 AM,Single Family Home,"15xx Duxberry Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0091135,-82.9760462,1,2720.3278446715103
130,130,Weapons Violation,230722770,Weapons Offense,9/16/2023,12:59:00 AM,Street,"E 5th & St Ave, Clair Columbus, Oh 43201",Intersection,Columbus Division Of Police (Oh),39.9860762,-82.97973689999999,12,1523.5293445963225
131,131,Vandalism,230723960,Damage To Property,9/16/2023,12:00:00 AM,Yard,"17xx Cleveland Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0091011,-82.9701954,12,1377.8309131582112
132,132,Motor Vehicle Theft,230732583,Motor Vehicle Theft - Generalist,9/16/2023,12:00:00 AM,Street,"Xx E 13th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9972924,-82.9954839,12,2988.406222798194
133,133,Burglary from Motor Vehicle,230723344,Theft - From Motor Vehicle - Petit - Ziu,9/15/2023,11:00:00 PM,Parking Lot,"16xx Clara Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.9963869,-82.986605,23,1460.3126703474197
134,134,Burglary from Motor Vehicle,230723698,Theft - From Motor Vehicle - Petit - Ziu,9/15/2023,11:00:00 PM,Parking Lot,"17xx Clara St, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.9963869,-82.986605,23,1460.3126703474197
135,135,Burglary - Residential,230723199,Burglary - Residential,9/15/2023,10:00:00 PM,Multiple Dwelling,"21xx Dresden St, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0200286,-82.9719304,22,1151.8106158272296
136,136,Motor Vehicle Theft,230723896,Motor Vehicle Theft - Generalist,9/15/2023,10:00:00 PM,Street,"12xx Sandlin Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0266217,-82.9792308,22,1325.214612850531
137,137,All Other - Criminal,230722229,Menacing - Ziu,9/15/2023,9:13:00 PM,Single Family Home,"15xx Republic Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.015664,-82.9700598,21,1650.559515012104
